0: ガデム	「素人め、間合いが遠いわ」
547: ハヤト	「アムロ、ホワイトベースから出たらなるべく離れてくれ。敵の隊列を混乱させよう」
548: アムロ	「ガンダムを上に出させないのか？」
549: ブライト	「25分か」
550: アムロ	「だからブロック接続レバーが二段になってる点を忘れなければいいのさ。この操作がジオンのザクと決定的に違うってことなんだ」
551: シャア	「偵察隊各員、すみやかに脱出せよ」
552: ブライト	「ガンダムの性能をあてにしすぎる、戦いはもっと有効に行うべきだ」
553: シャア	「ガデム、運んできたザクを放出しろ」
554: スレンダー	「は、はい」
554: スレンダー	「はい」
555: セイラ	「…無理です。アムロはシャアと戦うので精一杯なのよ」
556: ブライト	「皮肉ですか？」
557: ドレン	「近くに敵艦が？」
558: スレンダー	「は、この工事用の出入り口から潜入できます」
559: ブライト	「よし、僕もガンダムの所へ降りる」
560: アムロ	「コンピューター管理で操縦ができる。教育型タイプコンピューター。すごい、親父が熱中する訳だ」
561: ブライト	「ムサイが来ます。あのまま赤い彗星のシャアが追撃をあきらめたとは思えません。今ガンダムを封印することは」
562: ミライ	「は、はい」
562: ミライ	「はい」
563: ブライト	「頼む。ガンタンクの方はリュウに操作させる」
564: シャア	「大気圏を突破してきた船であるということをお忘れなく」
565: コム	「は、少佐、大丈夫であります。ザクの右手が使えないだけです。ヒートホークは左手で使います」
566: ジオン兵A	「後方からミサイルらしきもの接近」
567: アムロ	『今度こそシャアの動きに追いついてみせる。これで何度目なんだ？アムロ』
568: シャア	「そのおかげで、私はザクを八機も撃破されてしまったよ」
569: ブライト	「避難民達はとても疲れています。基地で落ち着ける場所を探していただきたい」
570: シャア	「よくもこんなくたびれた船が現役でいられるものだな」
571: ブライト	「我々は正式な戦闘員を一人だって持っちゃいないんだ」
572: セイラ	「ガンタンク、発進位置へ前進。以後、待機のこと」
573: シャア	「映像回線を開け」
574: ブライト	「8分後に敵が視界に入る。それまでに手引書をよく読んでおけ。ともかく撃って援護ができればいい。ただし、ガンダムとコアファイターには当てるな」
575: ブライト	「アムロ、ブライトだ、君に頼みたい。マゼラアタックに対してガンタンクは小回りが効かない。ガンダムで、ガンダムでやってくれるか？」
576: セイラ	「なら、第一戦闘配備のまま待機してください」
577: シャア	「そちらにおびきこみはした。君の手柄にするんだな。後程そっちへ行く」
578: パオロ	「サイドの中から攻撃とはな」
579: 連邦兵A	「民間人でもいいんだ、男手をまわしてくれ」
580: ブライト	「あなたは赤い彗星の恐ろしさを知らないんです」
581: ワッケイン	「防護壁降ろせ」
582: ミライ	「よくは知りません。でも、サイド７では機械好きで有名な子なんです」
583: ドレン	「暗号、CC2です」
584: セイラ	「ガンダム、アムロ」
585: シャア	「レーザー通信回路を開け。ドズル中将を呼び出したい」
586: ワッケイン	「正規の軍人でない君の判断ならそうも思えるだろうな。だがな、赤い彗星といえば名立たる戦士だ。彼がムサイごとき軽巡洋艦でこのルナ２に挑むような馬鹿な真似はしない」
587: アムロ	「このままじゃ袋叩きって訳か」
588: ジオン兵A	「エネルギー充填完了。撃てます」
589: ブライト	「それからアムロ、君は敵のむこうを回り込みすぎだ」
589: リュウ	「君はむこうの傷口を拭いて止血テープを」
590: アムロ	「身勝手じゃありませんか。サイド７がどういう状態だったか調べもしないで、よくもそんなことが言えますね」
591: シャア	「言うなよガルマ。いや、地球方面軍司令官ガルマ・ザビ大佐とお呼びすべきかな？」
592: フラウの祖父	「ジ、ジオンだ。ジオンの攻撃だ」
592: フラウの祖父	「アムロ君」
593: ミライ	「援軍？」
594: アムロ	『一人の方が戦いやすいか』
595: テム	「ブライト君といったね？」
595: ブライト	「君」
596: ブライト	「お、お前がアムロ？そこはガンダムのコクピットなんだろうな？」
597: 連邦士官A	「ホワイトベースめ、よりによってジオンの船につけられるとはな」
598: シャア	「キシリア殿は君の直接の上司だったな？」
599: ハヤト	「コアファイターが邪魔でムサイを狙えないってカイさんが言ってます」
600: 避難民A	「…」
600: 避難民C	「ああ」
600: 避難民A	「走れ」
600: 避難民C	「あ、君」
600: 避難民B	「隕石じゃないの？」
600: 避難民C	「やめたまえ」
600: 避難民B	「あっ、ジオンのモビルスーツが」
600: ブライト	「…、セイラ、避難民は？」
600: 連邦兵A	「リフトは避難民で」
600: 避難民B	「逃げ遅れるな」
600: 避難民C	「サイド７に戻りたい」
600: 避難民A	「港へ行くんだ、急げ」
601: ガルマ	「うん。赤い彗星と言われるほどの君が仕留められなかった船とはね」
602: シャア	「勇敢だな。軍人ともゲリラとも思えんが」
603: 子供達	「自信あんの？アムロ」
604: アムロ	「うわっ」
604: カイ	「うわっ」
604: カイ	「うわっ」
604: ハヤト	「うわっ」
604: アムロ	「うわっ、あっ」
604: 連邦兵A	「うわっ」
604: ジオン兵A	「うわっ」
604: アムロ	「うわっ、うっ…」
604: アムロ	「これが連邦軍の秘密兵器なのか。うわっ」
605: ガルマ	「私はよい友を持った」
606: セイラ	「アムロ、今はガンダムハンマーしか撃ち出せないわ」
607: ハヤト	「急いでくださいカイさん。山を越えたらすぐに敵ですよ」
608: ブライト	「やめろアムロ。君にはまだ」
609: ハヤト	「はい、相手がいくら大きい人でも、腰を引いた瞬間とかバランスを崩した時なら倒せるものです。これ、柔道の話ですけど」
610: ブライト	「少しお休みください、痛み止めを」
611: ブライト	「わかっている、ミライ。さあ、ガンダムの戦士を迎えよう」
612: ドレン	「了解です」
612: ドレン	「了解」
613: ドレン	「よーし、発進」
614: アムロ	「そんなこと関係ないよ。死にたくないからやってるだけさ」
615: ガルマ	「いよう、シャア。君らしくもないな、連邦軍の船一隻にてこずって」
616: カイ	「いてっ」
617: セイラ	「兄さん」
618: パオロ	「リュウ君が誰か捜してくれよう、一人でも戻ってくれば」
619: ブライト	「お前も武器の手持ちがないんだろ、シャアとどう戦うんだ」
620: フラウ	「完全にオーバーワークだわ。けど」
621: キッカ	「…なによアムロ、イーだ」
621: キッカ	「なによなによ、お兄ちゃん達を」
622: テム	「ガンダムが量産されるようになれば、君のような若者が実戦に出なくとも戦争は終わろう」
623: デニム	「スレンダー、お前はここに残れ」
624: マーカー	「ドップ、後方にまわりました。我々の逃げ道をふさぐつもりです」
625: セイラ	「今、重力ブロックに移動中です。フラウ・ボゥが指揮してくれてます」
626: ドズル	「ゆうべはな、貴様の作戦終了を祝うつもりでおった。貴様がもたもたしてくれたおかげで晩餐の支度はすべて無駄になったんだ、え？」
627: シャア	「ドレン、貴様も言うようになったな」
628: ブライト	「ガンタンクで敵に接近するつもりか」
629: ブライト	「敵の出方を待つしかありません」
630: カイ	「ええい、リュウの奴。あれじゃあこっちの主砲が撃てねえじゃねえか」
631: ワッケイン	「次の者は一般避難民とは隔離する。ブライト・ノア、ミライ・ヤシマ、リュウ・ホセイ、セイラ・マス、カイ・シデン、ハヤト・コバヤシ、アムロ・レイ」
632: ミライ	「ジオン軍の追跡を受けて休まる間もなかったんです」
633: ペロ	「やだーい、直してくんなくちゃあ」
634: シャア	「なめるなっ」
635: デニム	「な、なに？みんな部品ばかりだと思っていたが」
636: デニム	「ジーン、スレンダーが待っている所までジャンプできるか？」
637: ハヤト	「左右を狙える機銃はどこなんですか？」
638: セイラ	「答える必要あるのかしら？」
639: アムロ	「…す、すごい、装甲板の温度が下がった。しかし、どうやって着陸するんだ？」
640: シャア	「モビルスーツの位置は変わらんな。燃え尽きもしない」
641: アムロ	「了解。セイラさん、僕だって丸焼けになりたくはありませんから」
642: アムロ	「手の中に寝そべってください。大丈夫ですね？」
643: シャア	「戦いとは、いつも二手三手先を考えて行うものだ。スレンダーは脱出した。ということは、逆もまた可能ではないのかな？」
644: ブライト	「六ヶ月であります」
645: 連邦兵B	「ホワイトベース、コアファイター発進できませんか？」
646: シャア	「ええい、スペアーがなくなるとは」
647: リュウ	「アムロ、お疲れ」
647: リュウ	「お」
648: ブライト	「奴め、あとで締め上げなければならんが、このモビルスーツがあれば連邦軍はジオンに勝てる」
649: マーカー	「高熱源体接近」
650: テム	「避難民よりガンダムが先だ。ホワイトベースに上げて戦闘準備させるんだ」
651: セイラ	「後方のミサイルと機関砲でリュウとカイが援護するけど、高度には気をつけて」
652: アイキャッチ	「ルナツー脱出作戦」
653: ブライト	「シャアは赤い彗星と言われている男だろ。お前だって一度戦っているはずだ、もっと立ち向かい方を考えとけ」
654: レツ	「シャンペンも持ってきたからさ、アムロ」
655: アイキャッチ	　スレンダー	「自分は命令を」
655: アイキャッチ	「ガンダム破壊命令」
656: ブライト	「ん？開くぞ」
657: カイ	「怒鳴りなさんな、今始まったばかりじゃないですか」
658: シャア	「ザクだけでも手に入れねばならん、今行く。なんとか持たせろ」
659: パオロ	「…君は？」
659: パオロ	「…君は、大丈夫か？」
659: パオロ	「ワッケイン君」
659: パオロ	「よろしい。君も戻って…」
660: アムロ	「いける」
661: カイ	「どうやら電源部分がやられたらしいな」
662: ブライト	「シャアは戦術にすぐれた男です。我々はシャアにはめられたんです」
663: 連邦兵A	「い、いや、そう言ってる訳じゃないんだ」
664: クルーC	「関節の油圧は異常なし。バランサーの計測に入る」
665: 連邦兵A	「は、司令、敵はおそらくノーマルスーツによる特殊工作隊と思われます」
666: フラウ	「あ、もうほかの人いませんでした？」
667: 連邦兵A	「司令からはなんの命令も出てないから」
668: ドレン	「おおっ」
669: ミライ	「ゲートセンサー360度、オールラジャー」
670: アムロ	「母は地球にいるはずです。父はサイド７で行方不明になりました」
671: リード	「では、私は地球に降りてくる」
672: リード	「ジオンにこの船は渡せん」
673: ジオン兵A	「来ます、敵戦闘機、左後方」
674: アムロ	「間に合うか？左と、右か」
675: ガルマ	「なぜあの機密のすごさを教えてくれなかったのだ？」
676: ミライ	「時間の問題だと思うんですけれど」
677: ミライ	「基本操作はわかります。でも、エンジンコントロールが」
678: パオロ	「…その、その作業が終了後、ホワイトベースをサイド７から発進させろ」
679: ドレン	「だからおやりになる」
680: パオロ	「いや、いい」
681: アムロ	「父が軍属です。こんな退避カプセルじゃ持ちませんから、今日入港した船に避難させてもらうように頼んできます」
682: リュウ	「はははは、ご謙遜ご謙遜」
683: ガルマ	「ありがとう、これで私を一人前にさせてくれて。姉に対しても私の男を上げさせようという心遣いだろ？」
684: フラウ	「あなた達のお母さんはあとであたしが捜してあげるからね」
685: カイ	「…お、お前」
686: ブライト	「リュウ、ハヤト、接近したザクにミサイルは無理だ、機銃で迎撃しろ」
687: マーカー	「映像出します、最大望遠です。接触推定時間、34秒後」
688: ハヤト	「僕はもともとミサイル要員じゃないんです」
689: ワッケイン	「君の質問には私が答えよう」
690: リード	「ガンダムを出動させれば事はすむんだよ。このジオン軍の壁を突破するにはそれしかない」
691: シャア	「やめろ、ガデム。貴様のザクでは無理だ」
692: ミライ	「ムサイが攻撃してこないけど？」
693: ジーン	「曹長、軍の施設は右上のブロックのようです」「出勤時間のはずですが、車が一台行っただけです、人影はありません。…いました、子供のようです」
694: ブライト	「初めてなんですよ」
695: シャア	「フフ、モビルスーツの性能の違いが、戦力の決定的差ではないということを」
696: ブライト	「だがな、シャアが襲ってこないとは断言できないだろ」
697: ブライト	「ご覧になられますか？この少年がガンダムを。パ、パイロットじゃありません」
698: ブライト	「うん、山沿いに大陸に入るしかないな」
699: アムロ	「了解。でも、バルカンの弾丸が残ってる。あいつをやってやる」
700: フラウ	「ジオンの攻撃が始まったというのに、なぜあたし達を安全な所に避難させてくださらないんですか？」
701: ブライト	「ホワイトベース、180度回頭」
701: ドレン	「高度を下げつつ170度回頭。主砲を敵艦にむけるんだ」
702: 老人A	「どうも。両親がいなくなってからというもの、こんな物と一日中遊んどるんです」
703: ブライト	「…遠心重力装置が止まったぞ」
704: ドレン	「よーし、メガ粒子砲用意」
705: アムロ	「あった、大気圏突破の方法が。間に合うのか？姿勢制御、冷却シフト、全回路接続」
706: ワッケイン	「ホワイトベース立ち入り禁止は厳命したはずだ」
707: フラウ	「避難命令聞いてなかったの？」
708: フラウ	「ふーん、そうかしら？」
709: ガデム	「シャア、変だと思わんか？ここは敵の前線基地に近いとはいえちょうど裏側にあたる。ミノフスキー粒子の濃度が強すぎると思うがな」
710: アムロ	「そうさ。しかも操縦の未熟な僕でさえ歴戦の勇士のシャアとどうにか戦えたのは、僕の上手下手よりガンダムの教育型コンピューターの性能がいいってことだよ」
711: ドレン	「は？補給艦の到着を待つのではないので？」
712: ドレン	「シャア少佐、敵の新型艦の木馬が攻撃を掛けてきます」
713: アムロ	「し、正面だ」
714: テム	「早く出せ」
715: ワッケイン	「大丈夫だ、ただのかすり傷だ」
716: ブライト	「命令を実行する前にドップが襲い掛かったんです」
717: アムロ	「それでいいです」
718: アムロ	「ガンダムの性能のおかげで倒せたんです」
719: ペロ	「おじいちゃん」
720: シャア	「慌てるな、下手に動くとかえって当たる。人間みたいな小さな目標にそうそう当たるもんじゃない」
721: アムロ	「四機も？シャアは手持ちのザクはないはずだ。そうじゃない？セイラさん」
722: アムロ	「戦ってる最中に気をつけられると思うんですか？」
723: ブライト	「各員、個々に迎撃しろ。ドップの編隊をホワイトベースに近づけるな」
724: デニム	「おいジーン、貴様、命令違反を犯すのか？やめろ、ジーン」
725: リュウ	「…君、手を貸してくれ」
726: ドレン	「で、では、連邦軍もモビルスーツを？」
727: セイラ	「あなたは居住区をね」
728: リュウ	「了解」
728: リュウ	「了解」
729: フィックス	「少佐、行きますか？」
729: フィックス	「マゼラン艦が出て行きます」
730: リュウ	「くそう、死にたくなかったら何かしろ。その辺にミサイルの撃ち方の教科書があんだろ」
731: アムロ	「僕が作ったのさ。ハロってね」
732: ブライト	「我々にそう思わせる作戦なのかもしれない」
733: ブライト	「基本航法は同じだ。サラミスの指示に従えばいい」
734: カイ	「ケーススタディが記憶される？ってことはガンダムって、戦闘すればするほど戦い方を憶えて強くなるって理屈か？」
735: クルーB	「電気系統だけは手を抜くなよ」
736: ブライト	「アムロ、ザクがホワイトベースの下にまわりこむ。頼む」
737: フラウ	「飲んでって、栄養剤よ」
737: カイ	「ハヤトっていったな。伝えろ、リュウにどけってよ」
738: カイ	「ほいじゃあんたは？」
739: シャア	「クラウン、何をやってる？敵の銃撃の来るとこはわかったはずだ、接近して叩け。それではザクの性能は発揮できん」
740: リード	「マ、マゼラアタックの部隊か」
741: シャア	「第一目的は連邦軍のモビルスーツを奪うことだ。第二に敵の新造戦艦の木馬も奪うことである。手にいらずんば撃破するのみ。以上」
742: アムロ	『ホワイトベースには近づけさせるものか』
743: セイラ	「リュウ、自信がなければいいのよ」
744: ブライト	「アムロ、聞こえるか？サイド７に残ったガンダムのパーツを破壊しろ」
745: フラウ	「アムロ、お行儀悪いのね」
746: シャア	「よし、行け」
746: アムロ	「よし、行くか」
747: シャア	「ノーマルスーツで敵の懐に潜入する」
748: シャア	「敵を目の前にしても捕捉されんとは奇妙なものだな。科学戦も詰まるところまで来てしまえば大昔の有視界戦闘に逆戻りという訳だ」
749: シャア	「まさかとは思うが、あの木馬も船ごと大気圏突入をしているとなれば、ありうるな。残念ながら」
750: 連邦兵A	「し、しかし、司令は今それどころじゃないだろうし」
751: ブライト	「ガンダムは空中戦用の兵器ではないことをお忘れなく。ましてアムロです」
752: ハヤト	「アムロ、敵は僕達がホワイトベースの前にいる以上、規則的な攻撃を強めてくるばかりだ」
753: ミライ	「軍規軍規、それがなんだって言うんですか。軍人が軍規にのっとって死ぬのは勝手です、でも、ほかの民間人がその巻き添えになるのは理不尽ではないでしょうか？ワッケイン司令」
754: ブライト	「…素人よりは確実だが、経験は？」
755: ミライ	「ムサイだわ」
756: 連邦兵A	「レッドゾーンに入らんように」
757: ガデム	「馬鹿め、手で押し出せ」
758: ミライ	「それと、武器を使い果たしているということも考えられるわね」
759: 連邦兵A	「ガンダムの封印が終わったらガンタンクだ」
760: セイラ	「カイ・シデン、聞こえて？3秒で発進。よろし？」
761: マーカー	「予定進入角です。現在までのコースです」
762: シャア	「ドレン少尉」
762: シャア	「少尉」
763: ブライト	「コアファイターが援護する。ビームライフルのエネルギーを使いすぎるな」
764: アムロ	「やれるとは言えない。け、けど、やるしかないんだ。僕にはあなたが」
765: テム	「動く？なんて攻撃の仕方だ。誰がコクピットにいる？」
766: ドレン	「あるだけのコーダミサイルを水平撃ちするんだ」
767: アムロ	「しかし」
767: シャア	「しかし」
767: ブライト	「し、しかし」
767: ミライ	「しかし？」
768: リュウ	「おい」
769: アムロ	「しまった。バズーカの弾頭が」
769: シャア	「しまった」
769: アムロ	「し、しまった、バズーカのスペア弾が。セイラさん、ビームライフルをくれませんか？」
770: ミライ	「ドッキング・ベイを出ます」
771: 連邦兵C	「封印しとけ。ワッケインはあれでうるさいんだから」
772: ジーン	「…」
773: 連邦兵A	「技師長、味方のモビルスーツが動き始めました」
774: アムロ	「コアファイター？」
775: クルーA	「前部主砲リフトOK。装填、開始します」
776: セイラ	「あなたみたいな人、サイド７に一人で残っているといいんです」
777: ハヤト	「はい。ホワイトベースに気を取られていますから大丈夫です、できますよ」
778: スレンダー	「はっ、曹長」
779: シャア	「戦いは非情さ。そのくらいのことは考えてある」
780: マーカー	「破損個所にウォールフィルム処理急げ」
781: ブライト	「そういう言い方、やめて欲しいものだな」
782: パオロ	「どういう訳だ？子供がガンダムを操るとは」
783: シャア	「いいぞ、コム」
784: アムロ	「行くんだ。こんな所、空気がすぐなくなってしまうぞ」
785: 連邦兵B	「…よ、よくわかるじゃないか」
786: カイ	「し、知らねえな。爆撃の跡をよけながらようやくたどり着いたんだ」
787: シャア	「とどめだ」
788: ブライト	「早く武器を」
789: 次回予告	「重力に任せて落ちれば燃え尽きてしまう大気圏突入。その瞬間にシャアはホワイトベースに奇襲を掛けた。我も危険なら彼も危険、共に大地を見ることができるのか？機動戦士ガンダム、次回、『大気圏突入』。君は、生き延びることができるか？」
790: フラウ	「こちらは何人ですか？」
791: ブライト	「ミサイル第二波、回避」
792: リード	「なに？」
792: リード	「なに？」
793: アムロ	「こ、この振動の伝わり方は、爆発だ」
794: シャア	「同感だな、ガデム」
794: ガデム	「止めるな」
795: アムロ	「その声は、さっき無線で僕にガンダム関係の部品を運べって命令した人ですね？」
796: フラウ	「アムロったら」
796: アムロ	「当たれっ」
796: フラウ	「大丈夫？アムロ、きゃあーっ」
797: フラウ	「アムロは、アムロは戻ってないんですか？あっ」
798: カビラ	「…自信はありません。しかし、考えようによってはうまくいくでしょう。データーからするとムサイはソドンと接触しています、補給を受けたか、緊急の何かがあったんでしょう、我々を追ってくるとは思えません」
799: ドズル	「モビルスーツ・ザクを三機もなくしたのか？」
800: ブライト	「反逆罪は覚悟の上です。ワッケイン司令、あなたの敵はジオン軍なんですか？それとも私達なんですか？」
801: 連邦兵B	「正規の技師がほとんどやられてしまったようで、進んでいません」
802: リード	「これではなんにもならんじゃないか、ブライト君」
803: 連邦兵A	「マダガスカル、ビーコンキャッチ。入港基準速度、上限マイナス2。姿勢良好」
804: クルーA	「すごい、や、やったか？」
805: アムロ	「知らないよ。親父は何も教えてくれないもん」
806: リード	「軍法会議もんだぞ、いいな？」
807: ブライト	「ホワイトベース各員へ。本艦は8分後に大気圏に突入します。立っている人は座ってください。船が揺れるようなことがあっても騒がないように。各戦闘員、メカニックマンは各自の部所で待機のこと。ガンダムも発進する可能性がある、メカニックマンはそのつもりで」
808: マーカー	「サラミスのカプセルに弾が当たりました」
809: ジーン	「やってやる。いくら装甲が厚くたって」
810: シャア	「なに？私が行くまでなんとか持ちこたえろ」
811: アムロ	「撃つぞ、撃つぞ、撃つぞーっ」
812: ブライト	「しかし、ガンダムを出さなければホワイトベースを撃ち落されていました」
813: リュウ	「行こうぜ」
814: フラウ	「だったら早いとこ司令と連絡を取ってなんとかしてください」
815: シャア	「私もよくよく運のない男だな、作戦が終わっての帰り道であんな獲物に出会うなどとは」
816: ドレン	「はい、ミノフスキー粒子の濃度はやや少な目ですが、大丈夫でしょう」
817: リュウ	「えーい…」
818: アムロ	「カイ、下がれ。あとはガンダムがやる」
819: ブライト	「宇宙に出たの」
820: フラウ	「無理をすれば敵に隙を突かれるだけよ」
821: アムロ	「立てるか？」
822: ハヤト	「はい。戦車みたいなモビルスーツありますね？」
823: ブライト	「ホワイトベースに関しては、初めて扱われるあなたよりは私達の方が慣れています」
824: リード	「退け、後退だ。いや、転進しろ」
825: リード	「ミサイルはスタンバっておけ」
826: ドレン	「シャア少佐、カプセルに入ってください」
827: ハヤト	「わかります。任せてよ」
828: ブライト	「このホワイトベースを無傷で手に入れるつもりなのだろうな。高度を下げろ、ミライ」
829: ガデム	「大概の物は放出したはずだ。敵を倒したら収容してくれよ」
830: ブライト	「サイド７でテストをやっていたパイロットでは？」
831: セイラ	「後方R3度。ザクは四機よ」
832: アムロ	「タンクユナイト確認。ブライトさん、指示を待ちます」
833: パオロ	「…どうだろう、ワッケイン君…ホワイトベースにしろ、ガンダム、ガンキャノン、…ガンタンクは今まで機密事項だった」
834: ガデム	「ザクもミサイルも食料もシャアに渡してやる。補給部隊の面子にかけてな」
835: テム	「何ヶ月になるね？軍に入って」
836: シャア	「ムサイ、受信できるか？私だ」
837: アムロ	「戦闘力さ。今までのザクタイプのモビルスーツと違って、戦いのケーススタディが記憶される」
838: アムロ	「僕達のことなんか忘れられたんじゃないですか？」
839: ブライト	「攻撃に出ろというのか？」
839: ブライト	「ジオンに機密を渡すというのか？」
840: オスカ	「映像回復します」
841: カビラ	「は」
842: ブライト	「では、これも五分五分かもしれんが、我々がうって出る方に賛成の者は？」
843: 連邦士官A	「貴様、民間人は退避カプセルに入ってろ」
844: フラウ	「あと一時間ほどです」
845: ジーン	「叩くなら今しかありません」
846: ドレン	「来ました」
847: カイ	「しょうがねえだろ」
848: クルーA	「20ブロックの修理部品が足りないぞ」
849: フラウ	「アムロ、何をしてるの」
850: デニム	「ああ、三台目もモビルスーツだ。まだあの中にもあるかも知れんぞ」
851: シャア	「に、似ている」
852: パオロ	「…そうか、あのヤシマ家の」
853: カイ	「ハハッ、案ずるより産むが安しってね」
854: ドレン	「いいえ」
855: ハヤト	「は、はい。でも、ブリッジに連絡するのは、えっと」
856: ブライト	「時間？」
857: アムロ	「そ、そうだ。フラウ・ボゥ、い、いいぞ」
858: フラウ	「ここも戦場になるの？」
859: リュウ	「赤い彗星め」
860: アムロ	「いや。アムロ、ガンダム発進します」
861: 連邦士官A	「レクリエーションサービス、どこに行っている？兵員接待の準備できているのか？」
862: 老人A	「大丈夫、自動車を直してくれたお兄ちゃんが敵をやっつけてくれるよ」
863: アムロ	「え？そうか、電源が切れたんで電子ロックも効かなくなったんだ」
864: リード	「ええい、やめないか、騒がしい」
865: セイラ	「そこまで来てますよ」
866: 避難民A	「おお、近いぞ」
866: 避難民達	「おお…」
867: セイラ	「…傷の手当てを」
868: ガデム	「あああっ、れ、連邦軍はあれほどのモビルスーツを、か、開発したのか。うわあーっ」
869: リード	「ブライト、君は命令違反を犯しているんだぞ」
870: テム	「19歳だったか？」
871: シャア	「敵もモビルスーツを発進させたようだ。ドレン、援護しろ。我々は二手に分かれて攻撃を開始する」
872: ガルマ	「ゲビル隊が前にまわったら攻撃を掛ける」
873: ジオン兵A	「ムサイのカプセルです」
873: ジオン兵A	「ガルマ大佐、ムサイのカプセル収容しました」
874: ドレン	「ムサイ、ミサイル発射」
875: ジオン兵B	「わかったよ、そのようだな。一回で着艦したい、いいな？」
876: 連邦兵A	「おっ、ああっ、く、来るぞ」
876: アムロ	「く、来る、うわあっ」
877: アムロ	「シャア、い、いったいどんな男なんだ？」
878: ミライ	「もう一度シャアの攻撃を受けて、守りきれます？ブライトさん」
879: リュウ	「艦長、自分が代わります。どうぞ船にお戻りください」
880: ブライト	「あれは二人乗りだ」
881: ブライト	「アムロ君、確かにジオンの兵隊なのだな？」
882: ミライ	「ブライト、落ち着いて。みんな慣れてないのよ」
883: アムロ	「遠すぎるか」
884: ドレン	「少佐、ルナ２をやりますか？」
885: ブライト	「伝令。レイ大尉、サイド７へ入港いたしました。至急、ブリッジへおいでください」
886: スレンダー	「だあ－っ」
886: ジオン兵B	「ああーっ」
887: アムロ	「ス、スーパーナパームとかいうのを使うなら」
888: パオロ	「パイロットが、…生き残っていたらな」
889: ブライト	「後方よりミサイル。リード中尉、高度を下げてください」
890: ブライト	「ワッケイン司令に会わせるんだ」
891: アムロ	「行きます」
891: アムロ	「行きます」
891: アムロ	「僕もすぐ行く。行くんだ」
892: アムロ	「相対速度、速いか？掴めるか？シャア」
893: アムロ	「ホワイトベースを離れる訳にはいかない、このまま突っ込んで脱出路を作るんだ。あ？」
894: パオロ	「…ジオンの船は間違いなく攻撃をやめたのだな？」
895: アムロ	『やられるもんか、やられる』
896: アムロ	「父さん、人間よりモビルスーツの方が大切なんですか？」
897: セイラ	「地球です」
898: テム	「結局、ジオンの船から逃げ切ることはできなかったか」
899: ブライト	「左右ビーム砲、スタンバイ急げ」
900: マーカー	「一機のザクは通常の三倍のスピードで接近します」
901: パオロ	「ホワイトベース出港の時にはガンダムに援護させろ」
902: アムロ	「あっ、ビ、ビームのエネルギーが」
903: キッカ	「そうよ、戦うべきよ」
904: ブライト	「そう思います。ここはジオンの勢力圏内です」
905: ワッケイン	「な、何？」
906: ブライト	「敵の包囲網を突破してご覧に入れればよろしいのでしょう？」
907: アムロ	「クッ、た、立ってくれ。…立てよ」
908: ブライト	「出港してください」
909: シャア	『三機のザクを要求してこれか。敵のモビルスーツの性能が皆目わからんのに』
910: セイラ	「急がないで。ガンタンク発進までスタンバイです」
911: アムロ	「ら、落下速度がこんなに速いとは」
912: アムロ	「な、な、なに？」
912: パオロ	「な、なに？」
913: ジオン兵A	「相対速度コンマ780。いいぞ、その調子だ」
914: テム	「入港している軍艦だ」
915: デニム	「おおっ、立った」
916: リード	「私が指揮するんだ。コアファイターが一機、ガンダムが一機、これで中央突破する」
917: カツ	「キッカ､お前は部屋にいろ」
918: リュウ	「オレはパイロット候補生だぜ」
919: カイ	「頼むぜ。ハヤトが狙い撃ちされそうなんだ」
920: カイ	「来たぜ」
921: ブライト	「民間人をホワイトベースへ急がせろ」
922: アムロ	「…シャアが」
922: シャア	「…」
922: アムロ	「シャアは？…」
923: ジオン士官A	「このまま帰還するんですか？大佐」
924: リード	「…よかろう」
925: ドレン	「なるほど」
926: ジーン	「しかし、敵のモビルスーツがあの戦艦に載ったら」
927: セイラ	「そんな、不良みたいな口の利き方おやめなさい」
928: リュウ	「なんで迎撃しないんだ？」
929: ブライト	「正規のパイロットだろうとなんだろうと、手伝ってもらわなければなるまい」
930: アムロ	「…リュウさん」
931: オスカ	「ガウ攻撃空母の一個中隊が展開してます」
932: ブライト	「五票だ」
933: フラウ	「何を着ていくつもり？アムロ」「アムロ」
934: シャア	「敵が出てくるぞ」
935: ブライト	「ミライ、大気圏突入の自動操縦に切り替え、以下、突入の準備に備えるんだ」
936: シャア	「教えてやる」
937: パオロ	「だからなのだ、不幸にして我々より彼らの方がうまく使ってくれるのだ。…すでに二度の実戦の経験がある彼らに」
938: ハンブル	「了解、大佐」
939: カイ	「それより、腹がすいちゃしょうがないぜ。食べられる時に食べておかなけりゃ、いざって時に何もできないぜ、逃げることだってな」
940: シャア	「ドズル将軍も、決して私の力不足ではなかったことを認識することになる」
941: ブライト	「ガンダムのアムロ君へ」
942: ハヤト	「ブライトさん、カイさんが大型特殊の免許をいくつか持っているんです」
943: リード	「も、戻れないのか？」
944: アムロ	「シャアにうしろを取られるのはいやだが」
945: セイラ	「発進です。ザクが三機降りてきたわ、気をつけてね、アムロ」
946: シャア	「む、敵のモビルスーツが」
946: ジオン兵A	「敵のモビルスーツのビームライフルだ。あ、あんなにすごいのか？」
947: カイ	「の、乗るのかよ？」
948: シャア	「うおっ」
948: アムロ	「うおっ」
948: ワッケイン	「うおっ…」
948: シャア	「させるかぁ。うおっ」
948: パオロ	「よし、頼んだ、うおっ」
949: セイラ	「それでも男ですか、軟弱者」
